tbl,Year,quarter,$mkt_fare,citymarketid_1,citymarketid_2,city1,city2,carairlineid,car,carpax,carpaxshare,$caravgfare,fareinc_min,fareinc_minpaxsh,fareinc_max,fare_inc_maxpaxsh,fare_inc_x3paxsh,Geocoded_City1,Geocoded_City2,tbl5pk
Table 5,"1,997",2,72.71,"30,194","32,600","Dallas/Fort Worth, TX","Little Rock, AR","19,393",WN,"53,050",0.6700,68.78,75,0.3500,100,0.6400,0.0000,"Dallas/Fort Worth, TX(40.11086, -77.035636)","Little Rock, AR(34.748745, -92.275105)",19972301943260019393WN
Table 5,"1,998",3,257.94,"33,105","31,703","Cincinnati, OH","New York City, NY (Metropolitan Area)","19,704",CO,"12,940",0.1500,266.74,100,0.0800,450,0.2500,0.5000,"Cincinnati, OH(39.104427, -84.513808)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",19983331053170319704CO
Table 5,"2,004",1,314.31,"33,105","31,650","Cincinnati, OH","Minneapolis/St. Paul, MN","19,386",NW,"6,400",0.4500,309.04,125,0.1200,600,0.0800,0.3000,"Cincinnati, OH(39.104427, -84.513808)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",20041331053165019386NW
Table 5,"2,005",2,233.47,"31,295","33,244","Detroit, MI","Memphis, TN","19,386",NW,"14,860",0.8200,250.52,125,0.0900,500,0.0700,0.2000,"Detroit, MI(42.332916, -83.047853)","Memphis, TN(35.143378, -90.052136)",20052312953324419386NW
Table 5,"1,996",3,241.80,"31,057","30,529","Charlotte, NC","Hartford, CT","20,355",US,"15,180",0.9400,241.82,125,0.2700,425,0.0500,0.1500,"Charlotte, NC(35.222936, -80.840161)","Hartford, CT(41.765775, -72.673356)",19963310573052920355US
Table 5,"2,010",2,261.81,"33,198","31,650","Kansas City, MO","Minneapolis/St. Paul, MN","19,790",DL,"24,430",0.7900,272.51,175,0.1100,475,0.0500,0.00900532132623823,"Kansas City, MO(39.099792, -94.578559)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",20102331983165019790DL
Table 5,"1,998",2,245.95,"30,194","30,693","Dallas/Fort Worth, TX","Nashville, TN","19,790",DL,"7,950",0.1800,230.85,100,0.0600,500,0.1300,0.2800,"Dallas/Fort Worth, TX(40.11086, -77.035636)","Nashville, TN(36.166687, -86.779932)",19982301943069319790DL
Table 5,"2,002",3,72.58,"32,211","30,466","Las Vegas, NV","Phoenix, AZ","19,991",HP,"26,800",0.1600,74.23,75,0.6700,100,0.2200,0.0100,"Las Vegas, NV(36.169202, -115.140597)","Phoenix, AZ(30.406931, -87.217578)",20023322113046619991HP
Table 5,"2,007",3,93.02,"30,194","32,896","Dallas/Fort Worth, TX","Lubbock, TX","19,805",AA,"12,740",0.1600,108.85,75,0.2800,175,0.0600,0.0300,"Dallas/Fort Worth, TX(40.11086, -77.035636)","Lubbock, TX(41.181125, -96.030508)",20073301943289619805AA
Table 5,"2,006",2,89.02,"34,057","31,884","Portland, OR","Spokane, WA","19,930",AS,"21,910",0.3900,101.16,75,0.1500,125,0.4900,0.00547695116385212,"Portland, OR(45.516018, -122.681425)","Spokane, WA(47.658999, -117.425022)",20062340573188419930AS
Table 5,"2,006",4,94.56,"31,453","33,214","Houston, TX","San Antonio, TX","19,393",WN,"40,650",0.6500,93.01,75,0.3400,125,0.5300,0.0000,"Houston, TX(29.760803, -95.369506)","San Antonio, TX(29.425173, -98.494599)",20064314533321419393WN
Table 5,"2,012",4,275.48,"30,977","35,096","Chicago, IL","Syracuse, NY","19,977",UA,"7,360",0.4500,295.64,200,0.2700,500,0.1000,0.0200,"Chicago, IL(41.775002, -87.696388)","Syracuse, NY(43.047945, -76.147448)",20124309773509619977UA
Table 5,"2,002",4,75.42,"30,466","33,570","Phoenix, AZ","San Diego, CA","19,393",WN,"98,050",0.7500,74.61,75,0.5900,100,0.3900,0.0000,"Phoenix, AZ(30.406931, -87.217578)","San Diego, CA(32.71576, -117.163817)",20024304663357019393WN
Table 5,"2,004",2,224.74,"30,721","34,576","Boston, MA (Metropolitan Area)","Rochester, NY","20,355",US,"13,370",0.8500,228.97,125,0.0600,275,0.4100,0.0400,"Boston, MA (Metropolitan Area)(42.358894, -71.056742)","Rochester, NY(43.155708, -77.612547)",20042307213457620355US
Table 5,"1,997",4,261.50,"30,977","34,576","Chicago, IL","Rochester, NY","19,977",UA,"12,630",0.4700,288.08,75,0.0700,550,0.1400,0.4700,"Chicago, IL(41.775002, -87.696388)","Rochester, NY(43.155708, -77.612547)",19974309773457619977UA
Table 5,"2,001",3,261.85,"30,397","31,057","Atlanta, GA (Metropolitan Area)","Charlotte, NC","20,355",US,"9,310",0.3000,254.14,75,0.0600,450,0.0800,0.5900,"Atlanta, GA (Metropolitan Area)(33.748547, -84.391502)","Charlotte, NC(35.222936, -80.840161)",20013303973105720355US
Table 5,"1,999",2,261.03,"30,397","32,448","Atlanta, GA (Metropolitan Area)","Jackson/Vicksburg, MS","19,790",DL,"16,610",0.9600,262.50,125,0.2200,450,0.2000,0.3400,"Atlanta, GA (Metropolitan Area)(33.748547, -84.391502)","Jackson/Vicksburg, MS(30.325968, -81.65676)",19992303973244819790DL
Table 5,"2,006",2,290.74,"30,397","31,066","Atlanta, GA (Metropolitan Area)","Columbus, OH","19,790",DL,"25,120",0.8200,299.38,175,0.2100,425,0.0500,0.1200,"Atlanta, GA (Metropolitan Area)(33.748547, -84.391502)","Columbus, OH(39.962649, -82.996216)",20062303973106619790DL
Table 5,"2,008",1,97.07,"31,638","32,211","Fresno, CA","Las Vegas, NV","19,977",UA,"6,390",0.2800,90.28,75,0.4800,125,0.1500,0.0200,"Fresno, CA(36.731654, -119.785856)","Las Vegas, NV(36.169202, -115.140597)",20081316383221119977UA
Table 5,"2,007",2,229.48,"31,057","30,693","Charlotte, NC","Nashville, TN","20,355",US,"19,900",0.8300,235.81,150,0.1100,350,0.0800,0.0100,"Charlotte, NC(35.222936, -80.840161)","Nashville, TN(36.166687, -86.779932)",20072310573069320355US
Table 5,"2,004",1,243.07,"31,066","31,703","Columbus, OH","New York City, NY (Metropolitan Area)","19,704",CO,"26,480",0.4400,258.06,125,0.0500,425,0.0600,0.2100,"Columbus, OH(39.962649, -82.996216)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20041310663170319704CO
Table 5,"2,015",1,320.80,"32,337","31,703","Indianapolis, IN","New York City, NY (Metropolitan Area)","19,790",DL,"10,320",0.1600,366.05,175,0.0900,275,0.0500,0.2700,"Indianapolis, IN(39.76845, -86.156212)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20151323373170319790DL
Table 5,"2,003",1,235.90,"31,057","33,195","Charlotte, NC","Tampa, FL (Metropolitan Area)","19,790",DL,"3,690",0.1700,187.00,100,0.1800,175,0.0700,0.1900,"Charlotte, NC(35.222936, -80.840161)","Tampa, FL (Metropolitan Area)(37.8606, -78.804199)",20031310573319519790DL
Table 5,"2,007",1,97.45,"30,977","32,337","Chicago, IL","Indianapolis, IN","19,977",UA,"12,670",0.3100,106.42,75,0.3300,175,0.0500,0.0600,"Chicago, IL(41.775002, -87.696388)","Indianapolis, IN(39.76845, -86.156212)",20071309773233719977UA
Table 5,"1,999",2,221.46,"30,194","31,123","Dallas/Fort Worth, TX","St. Louis, MO","19,805",AA,"31,960",0.3900,243.73,125,0.0800,475,0.1200,0.2500,"Dallas/Fort Worth, TX(40.11086, -77.035636)","St. Louis, MO(38.630276, -90.200309)",19992301943112319805AA
Table 5,"2,015",2,263.06,"31,057","33,195","Charlotte, NC","Tampa, FL (Metropolitan Area)","19,790",DL,"4,140",0.1100,187.67,125,0.2600,300,0.0500,0.0300,"Charlotte, NC(35.222936, -80.840161)","Tampa, FL (Metropolitan Area)(37.8606, -78.804199)",20152310573319519790DL
Table 5,"1,997",2,232.79,"31,295","34,100","Detroit, MI","Philadelphia, PA","19,386",NW,"46,190",0.6200,227.26,100,0.2400,400,0.2900,0.4100,"Detroit, MI(42.332916, -83.047853)","Philadelphia, PA(39.951061, -75.16562)",19972312953410019386NW
Table 5,"2,003",2,232.33,"33,044","31,703","Louisville, KY","New York City, NY (Metropolitan Area)","20,355",US,"12,860",0.3600,233.22,100,0.0500,550,0.0500,0.2500,"Louisville, KY(38.256078, -85.751569)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20032330443170320355US
Table 5,"2,014",1,312.75,"31,066","31,703","Columbus, OH","New York City, NY (Metropolitan Area)","19,790",DL,"20,170",0.2700,345.62,175,0.1800,625,0.0600,0.2100,"Columbus, OH(39.962649, -82.996216)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20141310663170319790DL
Table 5,"2,006",1,92.12,"30,140","30,466","Albuquerque, NM","Phoenix, AZ","19,991",HP,"17,440",0.1700,94.51,75,0.3500,125,0.3200,0.00974770642201835,"Albuquerque, NM(35.084248, -106.649241)","Phoenix, AZ(30.406931, -87.217578)",20061301403046619991HP
Table 5,"2,000",2,235.76,"33,044","31,703","Louisville, KY","New York City, NY (Metropolitan Area)","20,355",US,"16,550",0.3900,253.60,100,0.0600,525,0.0500,0.3300,"Louisville, KY(38.256078, -85.751569)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20002330443170320355US
Table 5,"2,013",1,269.02,"31,057","33,244","Charlotte, NC","Memphis, TN","19,790",DL,"5,200",0.3600,244.62,100,0.0800,250,0.0800,0.2700,"Charlotte, NC(35.222936, -80.840161)","Memphis, TN(35.143378, -90.052136)",20131310573324419790DL
Table 5,"1,996",1,81.39,"33,570","32,457","San Diego, CA","San Francisco, CA (Metropolitan Area)","19,994",QQ,"49,970",0.1900,78.15,75,0.3400,125,0.0500,0.000800480288172904,"San Diego, CA(32.71576, -117.163817)","San Francisco, CA (Metropolitan Area)(37.78008, -122.420168)",19961335703245719994QQ
Table 5,"1,999",2,75.75,"30,713","31,884","Boise, ID","Spokane, WA","19,393",WN,"9,130",0.4800,72.95,75,0.3700,100,0.6100,0.0000,"Boise, ID(43.597772, -83.884521)","Spokane, WA(47.658999, -117.425022)",19992307133188419393WN
Table 5,"1,996",3,77.61,"30,713","34,614","Boise, ID","Salt Lake City, UT","19,790",DL,"8,450",0.6800,79.42,75,0.3800,125,0.0500,0.00236686390532544,"Boise, ID(43.597772, -83.884521)","Salt Lake City, UT(40.758478, -111.888142)",19963307133461419790DL
Table 5,"2,001",4,74.88,"30,713","31,884","Boise, ID","Spokane, WA","19,393",WN,"14,490",0.6300,69.82,75,0.5700,100,0.4100,0.0000,"Boise, ID(43.597772, -83.884521)","Spokane, WA(47.658999, -117.425022)",20014307133188419393WN
Table 5,"1,996",2,77.12,"30,194","32,600","Dallas/Fort Worth, TX","Little Rock, AR","19,805",AA,"12,270",0.2300,87.75,75,0.4400,150,0.0800,0.00814995925020375,"Dallas/Fort Worth, TX(40.11086, -77.035636)","Little Rock, AR(34.748745, -92.275105)",19962301943260019805AA
Table 5,"1,998",1,245.20,"33,105","31,295","Cincinnati, OH","Detroit, MI","19,386",NW,"6,840",0.4500,244.76,75,0.0500,300,0.5400,0.7100,"Cincinnati, OH(39.104427, -84.513808)","Detroit, MI(42.332916, -83.047853)",19981331053129519386NW
Table 5,"1,997",4,75.78,"32,575","34,570","Los Angeles, CA (Metropolitan Area)","Reno, NV","19,393",WN,"57,670",0.3700,70.45,75,0.6600,100,0.3300,0.0000,"Los Angeles, CA (Metropolitan Area)(34.052238, -118.243344)","Reno, NV(30.177159, -95.162771)",19974325753457019393WN
Table 5,"2,000",1,246.42,"33,342","34,100","Milwaukee, WI","Philadelphia, PA","20,314",YX,"11,630",0.5500,258.47,125,0.1700,375,0.0700,0.0100,"Milwaukee, WI(43.041072, -87.909421)","Philadelphia, PA(39.951061, -75.16562)",20001333423410020314YX
Table 5,"2,001",4,269.34,"31,057","34,100","Charlotte, NC","Philadelphia, PA","20,355",US,"30,280",0.9500,270.50,75,0.0600,525,0.0800,0.4800,"Charlotte, NC(35.222936, -80.840161)","Philadelphia, PA(39.951061, -75.16562)",20014310573410020355US
Table 5,"2,000",2,79.73,"31,136","33,195","Jacksonville, FL","Tampa, FL (Metropolitan Area)","19,393",WN,"7,940",0.3800,72.09,75,0.7800,100,0.2100,0.0000,"Jacksonville, FL(30.325968, -81.65676)","Tampa, FL (Metropolitan Area)(37.8606, -78.804199)",20002311363319519393WN
Table 5,"2,001",2,78.85,"30,615","30,466","El Paso, TX","Phoenix, AZ","19,991",HP,"5,700",0.1400,90.51,75,0.2400,150,0.0600,0.0100,"El Paso, TX(31.76006, -106.492257)","Phoenix, AZ(30.406931, -87.217578)",20012306153046619991HP
Table 5,"1,996",2,80.30,"34,614","33,570","Salt Lake City, UT","San Diego, CA","19,790",DL,"22,920",0.4500,98.21,75,0.3200,125,0.4000,0.0200,"Salt Lake City, UT(40.758478, -111.888142)","San Diego, CA(32.71576, -117.163817)",19962346143357019790DL
Table 5,"1,996",1,91.64,"31,136","32,467","Jacksonville, FL","Miami, FL (Metropolitan Area)","20,060",WV,"13,540",0.5500,78.95,75,0.4700,125,0.2000,0.0000,"Jacksonville, FL(30.325968, -81.65676)","Miami, FL (Metropolitan Area)(44.977479, -93.264346)",19961311363246720060WV
Table 5,"2,001",1,325.34,"30,647","31,650","Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN","19,704",CO,"6,280",0.2800,345.95,125,0.1400,600,0.0700,0.4000,"Cleveland, OH (Metropolitan Area)(41.505546, -81.6915)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",20011306473165019704CO
Table 5,"1,997",1,77.53,"32,211","32,457","Las Vegas, NV","San Francisco, CA (Metropolitan Area)","19,393",WN,"151,830",0.5300,69.96,75,0.5700,100,0.4000,0.0000,"Las Vegas, NV(36.169202, -115.140597)","San Francisco, CA (Metropolitan Area)(37.78008, -122.420168)",19971322113245719393WN
Table 5,"2,007",2,98.67,"30,194","34,653","Dallas/Fort Worth, TX","Tulsa, OK","19,805",AA,"21,490",0.3100,109.80,75,0.3000,175,0.0600,0.0500,"Dallas/Fort Worth, TX(40.11086, -77.035636)","Tulsa, OK(61.096484, -160.967455)",20072301943465319805AA
Table 5,"2,008",4,294.47,"33,105","31,703","Cincinnati, OH","New York City, NY (Metropolitan Area)","19,790",DL,"43,900",0.6800,295.22,150,0.0800,250,0.1200,0.1900,"Cincinnati, OH(39.104427, -84.513808)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20084331053170319790DL
Table 5,"2,008",1,96.44,"30,140","30,466","Albuquerque, NM","Phoenix, AZ","20,355",US,"16,760",0.1500,100.68,75,0.4600,150,0.1500,0.0200,"Albuquerque, NM(35.084248, -106.649241)","Phoenix, AZ(30.406931, -87.217578)",20081301403046620355US
Table 5,"1,997",4,71.19,"32,211","32,575","Las Vegas, NV","Los Angeles, CA (Metropolitan Area)","19,393",WN,"376,570",0.7000,68.96,75,0.3400,100,0.6500,0.0000,"Las Vegas, NV(36.169202, -115.140597)","Los Angeles, CA (Metropolitan Area)(34.052238, -118.243344)",19974322113257519393WN
Table 5,"2,000",1,270.57,"31,057","31,703","Charlotte, NC","New York City, NY (Metropolitan Area)","20,355",US,"81,500",0.7500,279.77,75,0.0800,450,0.1000,0.5700,"Charlotte, NC(35.222936, -80.840161)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20001310573170320355US
Table 5,"1,997",2,265.30,"30,257","30,977","Albany, NY","Chicago, IL","19,977",UA,"9,120",0.4300,267.01,125,0.1900,550,0.1300,0.3100,"Albany, NY(42.651242, -73.755418)","Chicago, IL(41.775002, -87.696388)",19972302573097719977UA
Table 5,"1,998",3,75.19,"30,194","33,158","Dallas/Fort Worth, TX","Midland/Odessa, TX","19,393",WN,"53,700",0.8500,73.80,75,0.4700,100,0.5000,0.00037243947858473,"Dallas/Fort Worth, TX(40.11086, -77.035636)","Midland/Odessa, TX(31.997433, -102.078043)",19983301943315819393WN
Table 5,"2,005",2,89.17,"32,206","31,453","Harlingen/San Benito, TX","Houston, TX","19,393",WN,"41,790",0.9000,88.87,75,0.3400,125,0.5000,0.0000,"Harlingen/San Benito, TX(40.8078, -73.945801)","Houston, TX(29.760803, -95.369506)",20052322063145319393WN
Table 5,"2,005",3,99.06,"30,529","30,852","Hartford, CT","Washington, DC (Metropolitan Area)","19,977",UA,"13,200",0.1000,113.10,75,0.2600,200,0.0500,0.0300,"Hartford, CT(41.765775, -72.673356)","Washington, DC (Metropolitan Area)(38.892062, -77.019912)",20053305293085219977UA
Table 5,"2,015",4,265.37,"31,057","34,027","Charlotte, NC","West Palm Beach/Palm Beach, FL","19,805",AA,"6,220",0.3700,300.39,200,0.2000,500,0.0500,0.0300,"Charlotte, NC(35.222936, -80.840161)","West Palm Beach/Palm Beach, FL(33.90976, -98.500854)",20154310573402719805AA
Table 5,"2,003",1,245.91,"30,721","34,100","Boston, MA (Metropolitan Area)","Philadelphia, PA","20,355",US,"81,450",0.8200,258.05,100,0.1200,400,0.0900,0.4400,"Boston, MA (Metropolitan Area)(42.358894, -71.056742)","Philadelphia, PA(39.951061, -75.16562)",20031307213410020355US
Table 5,"1,996",4,79.10,"30,615","30,466","El Paso, TX","Phoenix, AZ","19,393",WN,"20,450",0.7800,76.50,100,1.0000,100,1.0000,0.0000,"El Paso, TX(31.76006, -106.492257)","Phoenix, AZ(30.406931, -87.217578)",19964306153046619393WN
Table 5,"2,006",3,99.34,"31,295","30,852","Detroit, MI","Washington, DC (Metropolitan Area)","19,386",NW,"153,370",0.7000,101.12,75,0.5400,175,0.0500,0.0400,"Detroit, MI(42.332916, -83.047853)","Washington, DC (Metropolitan Area)(38.892062, -77.019912)",20063312953085219386NW
Table 5,"2,013",2,118.63,"31,135","34,100","Myrtle Beach, SC","Philadelphia, PA","20,416",NK,"5,780",0.3700,73.89,75,0.5800,125,0.0700,0.0000,"Myrtle Beach, SC(33.68785, -78.883852)","Philadelphia, PA(39.951061, -75.16562)",20132311353410020416NK
Table 5,"2,004",4,88.03,"30,194","32,600","Dallas/Fort Worth, TX","Little Rock, AR","19,805",AA,"13,480",0.2600,96.66,75,0.2900,150,0.0500,0.0100,"Dallas/Fort Worth, TX(40.11086, -77.035636)","Little Rock, AR(34.748745, -92.275105)",20044301943260019805AA
Table 5,"1,997",3,79.02,"30,599","31,454","Birmingham, AL","Orlando, FL","19,790",DL,"5,270",0.2500,98.11,75,0.3800,125,0.2600,0.0400,"Birmingham, AL(33.522859, -86.807705)","Orlando, FL(28.538331, -81.378879)",19973305993145419790DL
Table 5,"1,996",2,83.76,"33,192","34,614","Sacramento, CA","Salt Lake City, UT","19,790",DL,"19,580",0.5900,94.01,75,0.2800,125,0.3800,0.0100,"Sacramento, CA(38.582087, -121.50012)","Salt Lake City, UT(40.758478, -111.888142)",19962331923461419790DL
Table 5,"2,008",4,307.61,"31,066","31,650","Columbus, OH","Minneapolis/St. Paul, MN","19,386",NW,"12,650",0.6700,329.11,175,0.0800,425,0.0500,0.1500,"Columbus, OH(39.962649, -82.996216)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",20084310663165019386NW
Table 5,"2,005",4,98.86,"34,570","34,614","Reno, NV","Salt Lake City, UT","19,393",WN,"16,250",0.6000,93.14,75,0.2800,125,0.3400,0.00184615384615385,"Reno, NV(30.177159, -95.162771)","Salt Lake City, UT(40.758478, -111.888142)",20054345703461419393WN
Table 5,"1,999",4,229.48,"30,257","30,977","Albany, NY","Chicago, IL","19,805",AA,"8,730",0.4200,237.98,100,0.0700,575,0.0600,0.2900,"Albany, NY(42.651242, -73.755418)","Chicago, IL(41.775002, -87.696388)",19994302573097719805AA
Table 5,"2,007",2,91.65,"30,615","30,466","El Paso, TX","Phoenix, AZ","19,393",WN,"39,130",0.8500,90.23,75,0.4400,150,0.2600,0.00230002555583951,"El Paso, TX(31.76006, -106.492257)","Phoenix, AZ(30.406931, -87.217578)",20072306153046619393WN
Table 5,"2,002",2,232.25,"31,057","30,693","Charlotte, NC","Nashville, TN","20,355",US,"14,330",0.9200,232.85,75,0.1700,475,0.0900,0.4800,"Charlotte, NC(35.222936, -80.840161)","Nashville, TN(36.166687, -86.779932)",20022310573069320355US
Table 5,"1,996",4,80.86,"32,575","30,436","Los Angeles, CA (Metropolitan Area)","Tucson, AZ","19,393",WN,"24,640",0.3300,65.92,75,0.9400,100,0.0500,0.0000,"Los Angeles, CA (Metropolitan Area)(34.052238, -118.243344)","Tucson, AZ(35.167852, -103.726151)",19964325753043619393WN
Table 5,"2,010",4,231.15,"33,044","31,703","Louisville, KY","New York City, NY (Metropolitan Area)","19,704",CO,"11,630",0.3400,270.30,150,0.0700,575,0.0900,0.1800,"Louisville, KY(38.256078, -85.751569)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20104330443170319704CO
Table 5,"2,013",2,280.81,"30,977","34,524","Chicago, IL","Richmond, VA","19,805",AA,"9,900",0.3000,262.98,125,0.0600,500,0.1100,0.2300,"Chicago, IL(41.775002, -87.696388)","Richmond, VA(37.540759, -77.433932)",20132309773452419805AA
Table 5,"2,006",3,89.48,"30,713","30,559","Boise, ID","Seattle, WA","19,930",AS,"42,900",0.5000,97.90,75,0.2700,150,0.1100,0.00163170163170163,"Boise, ID(43.597772, -83.884521)","Seattle, WA(47.603229, -122.33028)",20063307133055919930AS
Table 5,"2,001",2,229.07,"31,703","34,524","New York City, NY (Metropolitan Area)","Richmond, VA","19,704",CO,"17,970",0.3500,251.77,100,0.0900,425,0.0700,0.4600,"New York City, NY (Metropolitan Area)(40.123164, -75.333718)","Richmond, VA(37.540759, -77.433932)",20012317033452419704CO
Table 5,"2,001",4,243.40,"31,057","31,703","Charlotte, NC","New York City, NY (Metropolitan Area)","19,704",CO,"12,430",0.1300,276.06,100,0.1100,500,0.1200,0.4600,"Charlotte, NC(35.222936, -80.840161)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20014310573170319704CO
Table 5,"2,002",1,74.01,"30,397","34,685","Atlanta, GA (Metropolitan Area)","Savannah, GA","19,790",DL,"13,470",0.9000,72.50,75,0.7900,100,0.0900,0.0200,"Atlanta, GA (Metropolitan Area)(33.748547, -84.391502)","Savannah, GA(40.115007, -111.654713)",20021303973468519790DL
Table 5,"2,004",2,227.52,"30,397","31,123","Atlanta, GA (Metropolitan Area)","St. Louis, MO","19,805",AA,"22,530",0.4300,207.08,75,0.0700,450,0.0500,0.3800,"Atlanta, GA (Metropolitan Area)(33.748547, -84.391502)","St. Louis, MO(38.630276, -90.200309)",20042303973112319805AA
Table 5,"2,010",4,276.79,"30,977","31,423","Chicago, IL","Des Moines, IA","19,977",UA,"8,430",0.5600,273.31,150,0.0800,400,0.1900,0.0400,"Chicago, IL(41.775002, -87.696388)","Des Moines, IA(41.588822, -93.620309)",20104309773142319977UA
Table 5,"2,005",4,94.60,"30,977","33,044","Chicago, IL","Louisville, KY","19,393",WN,"40,350",0.7000,83.26,75,0.3600,125,0.2300,0.0000,"Chicago, IL(41.775002, -87.696388)","Louisville, KY(38.256078, -85.751569)",20054309773304419393WN
