tbl,Year,quarter,$mkt_fare,citymarketid_1,citymarketid_2,city1,city2,carairlineid,car,carpax,carpaxshare,$caravgfare,fareinc_min,fareinc_minpaxsh,fareinc_max,fare_inc_maxpaxsh,fare_inc_x3paxsh,Geocoded_City1,Geocoded_City2,tbl5pk
Table 5,"1,996",1,117.77,"30,693","33,195","Nashville, TN","Tampa, FL (Metropolitan Area)","20,243",J7,"3,100",0.1200,106.41,100,0.4300,150,0.3000,0.0000,"Nashville, TN(36.166687, -86.779932)","Tampa, FL (Metropolitan Area)(37.8606, -78.804199)",19961306933319520243J7
Table 5,"2,010",2,273.30,"31,057","30,529","Charlotte, NC","Hartford, CT","19,977",UA,"2,250",0.1000,229.08,150,0.2700,300,0.0700,0.0700,"Charlotte, NC(35.222936, -80.840161)","Hartford, CT(41.765775, -72.673356)",20102310573052919977UA
Table 5,"1,998",4,230.15,"30,194","33,316","Dallas/Fort Worth, TX","Omaha, NE","19,805",AA,"15,990",0.7900,232.74,100,0.0600,500,0.0700,0.3000,"Dallas/Fort Worth, TX(40.11086, -77.035636)","Omaha, NE(46.07035, -93.666319)",19984301943331619805AA
Table 5,"1,999",2,269.37,"30,977","34,576","Chicago, IL","Rochester, NY","19,977",UA,"11,840",0.4800,274.54,100,0.0600,550,0.1200,0.4500,"Chicago, IL(41.775002, -87.696388)","Rochester, NY(43.155708, -77.612547)",19992309773457619977UA
Table 5,"1,998",2,261.61,"30,977","32,070","Chicago, IL","Harrisburg, PA","19,977",UA,"9,770",0.5100,291.88,125,0.0800,500,0.1400,0.3500,"Chicago, IL(41.775002, -87.696388)","Harrisburg, PA(40.259572, -76.881821)",19982309773207019977UA
Table 5,"1,996",1,80.54,"31,140","30,194","Corpus Christi, TX","Dallas/Fort Worth, TX","19,393",WN,"28,210",0.6900,73.18,75,0.5600,100,0.4300,0.0000,"Corpus Christi, TX(27.796416, -97.404131)","Dallas/Fort Worth, TX(40.11086, -77.035636)",19961311403019419393WN
Table 5,"2,001",2,240.83,"33,667","34,100","Norfolk, VA (Metropolitan Area)","Philadelphia, PA","20,355",US,"15,230",0.9700,240.36,100,0.0800,400,0.0500,0.3200,"Norfolk, VA (Metropolitan Area)(36.846164, -76.285913)","Philadelphia, PA(39.951061, -75.16562)",20012336673410020355US
Table 5,"2,001",3,250.05,"31,057","31,295","Charlotte, NC","Detroit, MI","19,386",NW,"9,520",0.4200,290.93,100,0.1000,575,0.0500,0.4200,"Charlotte, NC(35.222936, -80.840161)","Detroit, MI(42.332916, -83.047853)",20013310573129519386NW
Table 5,"1,996",3,237.34,"31,703","34,524","New York City, NY (Metropolitan Area)","Richmond, VA","19,704",CO,"14,440",0.3800,223.47,100,0.1400,350,0.0700,0.2400,"New York City, NY (Metropolitan Area)(40.123164, -75.333718)","Richmond, VA(37.540759, -77.433932)",19963317033452419704CO
Table 5,"2,004",1,94.88,"30,977","32,337","Chicago, IL","Indianapolis, IN","19,393",WN,"11,950",0.3000,70.44,75,0.4300,100,0.5600,0.0000,"Chicago, IL(41.775002, -87.696388)","Indianapolis, IN(39.76845, -86.156212)",20041309773233719393WN
Table 5,"2,002",1,232.91,"30,977","31,995","Chicago, IL","Greensboro/High Point, NC","19,977",UA,"7,870",0.5600,278.88,75,0.0500,375,0.0600,0.4800,"Chicago, IL(41.775002, -87.696388)","Greensboro/High Point, NC(36.072701, -79.793899)",20021309773199519977UA
Table 5,"2,003",4,272.91,"33,105","34,100","Cincinnati, OH","Philadelphia, PA","20,355",US,"6,860",0.3000,258.74,100,0.0500,575,0.0700,0.3600,"Cincinnati, OH(39.104427, -84.513808)","Philadelphia, PA(39.951061, -75.16562)",20034331053410020355US
Table 5,"2,006",2,242.92,"35,412","31,703","Knoxville, TN","New York City, NY (Metropolitan Area)","19,704",CO,"6,050",0.2600,315.59,150,0.0700,600,0.0500,0.1900,"Knoxville, TN(35.962631, -83.916677)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20062354123170319704CO
Table 5,"2,002",1,250.76,"32,337","31,650","Indianapolis, IN","Minneapolis/St. Paul, MN","20,312",TZ,"4,020",0.1600,150.71,125,0.3500,225,0.0500,0.0100,"Indianapolis, IN(39.76845, -86.156212)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",20021323373165020312TZ
Table 5,"2,001",2,248.98,"31,057","30,198","Charlotte, NC","Pittsburgh, PA","20,355",US,"15,950",0.9300,255.82,75,0.1200,475,0.1300,0.4400,"Charlotte, NC(35.222936, -80.840161)","Pittsburgh, PA(40.442169, -79.994945)",20012310573019820355US
Table 5,"1,998",2,263.47,"30,647","30,529","Cleveland, OH (Metropolitan Area)","Hartford, CT","20,355",US,"2,530",0.1400,244.03,125,0.2500,450,0.0600,0.2200,"Cleveland, OH (Metropolitan Area)(41.505546, -81.6915)","Hartford, CT(41.765775, -72.673356)",19982306473052920355US
Table 5,"2,004",2,274.07,"33,105","34,100","Cincinnati, OH","Philadelphia, PA","20,355",US,"7,220",0.3100,256.70,100,0.0900,575,0.0800,0.3600,"Cincinnati, OH(39.104427, -84.513808)","Philadelphia, PA(39.951061, -75.16562)",20042331053410020355US
Table 5,"2,008",4,305.83,"30,255","30,852","Huntsville, AL","Washington, DC (Metropolitan Area)","19,977",UA,"4,280",0.1200,368.27,100,0.0500,650,0.0500,0.5600,"Huntsville, AL(34.729538, -86.585283)","Washington, DC (Metropolitan Area)(38.892062, -77.019912)",20084302553085219977UA
Table 5,"2,005",4,253.36,"33,198","31,650","Kansas City, MO","Minneapolis/St. Paul, MN","19,386",NW,"27,790",0.8200,264.47,100,0.0500,525,0.1400,0.3400,"Kansas City, MO(39.099792, -94.578559)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",20054331983165019386NW
Table 5,"2,009",1,312.09,"35,412","30,852","Knoxville, TN","Washington, DC (Metropolitan Area)","19,977",UA,"2,570",0.1700,261.15,100,0.1100,550,0.0500,0.3100,"Knoxville, TN(35.962631, -83.916677)","Washington, DC (Metropolitan Area)(38.892062, -77.019912)",20091354123085219977UA
Table 5,"2,002",1,77.34,"30,792","30,852","Buffalo, NY","Washington, DC (Metropolitan Area)","20,355",US,"8,410",0.1900,108.41,75,0.5400,125,0.0500,0.1300,"Buffalo, NY(39.945422, -78.64671)","Washington, DC (Metropolitan Area)(38.892062, -77.019912)",20021307923085220355US
Table 5,"2,004",4,94.34,"32,575","30,436","Los Angeles, CA (Metropolitan Area)","Tucson, AZ","19,991",HP,"12,550",0.1300,144.66,75,0.0500,225,0.0900,0.0900,"Los Angeles, CA (Metropolitan Area)(34.052238, -118.243344)","Tucson, AZ(35.167852, -103.726151)",20044325753043619991HP
Table 5,"2,012",2,275.29,"31,703","34,524","New York City, NY (Metropolitan Area)","Richmond, VA","19,977",UA,"10,550",0.3100,307.85,150,0.0800,500,0.0500,0.2800,"New York City, NY (Metropolitan Area)(40.123164, -75.333718)","Richmond, VA(37.540759, -77.433932)",20122317033452419977UA
Table 5,"1,997",4,225.27,"30,977","33,667","Chicago, IL","Norfolk, VA (Metropolitan Area)","19,977",UA,"14,640",0.6100,236.59,150,0.1600,500,0.1200,0.1400,"Chicago, IL(41.775002, -87.696388)","Norfolk, VA (Metropolitan Area)(36.846164, -76.285913)",19974309773366719977UA
Table 5,"2,012",2,289.73,"31,650","30,693","Minneapolis/St. Paul, MN","Nashville, TN","19,790",DL,"16,900",0.6400,309.35,200,0.0600,425,0.0600,0.0200,"Minneapolis/St. Paul, MN(44.977479, -93.264346)","Nashville, TN(36.166687, -86.779932)",20122316503069319790DL
Table 5,"2,002",2,233.03,"31,057","30,977","Charlotte, NC","Chicago, IL","19,805",AA,"7,350",0.1200,211.86,75,0.0900,175,0.0800,0.3500,"Charlotte, NC(35.222936, -80.840161)","Chicago, IL(41.775002, -87.696388)",20022310573097719805AA
Table 5,"1,997",3,75.70,"33,495","31,454","New Orleans, LA","Orlando, FL","19,393",WN,"37,100",0.8800,72.40,75,0.7000,100,0.2900,0.0000,"New Orleans, LA(29.950621, -90.074948)","Orlando, FL(28.538331, -81.378879)",19973334953145419393WN
Table 5,"1,999",4,78.09,"32,467","33,195","Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)","20,355",US,"13,750",0.1000,98.61,75,0.2000,125,0.5700,0.0100,"Miami, FL (Metropolitan Area)(44.977479, -93.264346)","Tampa, FL (Metropolitan Area)(37.8606, -78.804199)",19994324673319520355US
Table 5,"2,003",2,244.73,"31,703","34,524","New York City, NY (Metropolitan Area)","Richmond, VA","20,355",US,"22,030",0.5200,237.88,100,0.1000,425,0.0600,0.3600,"New York City, NY (Metropolitan Area)(40.123164, -75.333718)","Richmond, VA(37.540759, -77.433932)",20032317033452420355US
Table 5,"2,002",3,220.29,"30,721","31,057","Boston, MA (Metropolitan Area)","Charlotte, NC","20,355",US,"46,930",0.8400,232.51,100,0.2000,175,0.0600,0.2800,"Boston, MA (Metropolitan Area)(42.358894, -71.056742)","Charlotte, NC(35.222936, -80.840161)",20023307213105720355US
Table 5,"2,013",4,287.03,"30,647","31,650","Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN","19,977",UA,"8,490",0.3100,281.53,175,0.0600,475,0.1000,0.0200,"Cleveland, OH (Metropolitan Area)(41.505546, -81.6915)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",20134306473165019977UA
Table 5,"2,001",2,220.71,"31,453","33,244","Houston, TX","Memphis, TN","19,386",NW,"7,570",0.4200,221.07,100,0.1200,450,0.1000,0.3000,"Houston, TX(29.760803, -95.369506)","Memphis, TN(35.143378, -90.052136)",20012314533324419386NW
Table 5,"1,996",3,92.92,"31,295","31,135","Detroit, MI","Myrtle Beach, SC","20,355",US,"2,160",0.1500,145.46,75,0.0800,375,0.0600,0.1500,"Detroit, MI(42.332916, -83.047853)","Myrtle Beach, SC(33.68785, -78.883852)",19963312953113520355US
Table 5,"1,998",4,224.54,"30,647","30,529","Cleveland, OH (Metropolitan Area)","Hartford, CT","19,704",CO,"13,750",0.7800,227.25,100,0.1000,450,0.2300,0.3400,"Cleveland, OH (Metropolitan Area)(41.505546, -81.6915)","Hartford, CT(41.765775, -72.673356)",19984306473052919704CO
Table 5,"1,997",4,78.58,"34,057","34,570","Portland, OR","Reno, NV","19,930",AS,"5,420",0.2100,68.74,75,0.7500,125,0.1200,0.0000,"Portland, OR(45.516018, -122.681425)","Reno, NV(30.177159, -95.162771)",19974340573457019930AS
Table 5,"1,997",1,70.81,"30,279","30,194","Amarillo, TX","Dallas/Fort Worth, TX","19,393",WN,"26,150",0.7000,69.30,75,1.0000,75,1.0000,0.0000,"Amarillo, TX(35.207009, -101.832013)","Dallas/Fort Worth, TX(40.11086, -77.035636)",19971302793019419393WN
Table 5,"1,998",1,68.15,"30,194","32,896","Dallas/Fort Worth, TX","Lubbock, TX","19,393",WN,"64,850",0.8400,66.84,75,0.5000,100,0.4900,0.0000,"Dallas/Fort Worth, TX(40.11086, -77.035636)","Lubbock, TX(41.181125, -96.030508)",19981301943289619393WN
Table 5,"2,005",3,91.65,"32,211","33,570","Las Vegas, NV","San Diego, CA","19,393",WN,"158,460",0.7900,91.49,75,0.3400,125,0.4800,0.000126214817619589,"Las Vegas, NV(36.169202, -115.140597)","San Diego, CA(32.71576, -117.163817)",20053322113357019393WN
Table 5,"1,998",1,69.36,"32,575","33,570","Los Angeles, CA (Metropolitan Area)","San Diego, CA","19,805",AA,"7,990",0.4800,67.31,75,0.9000,75,0.9000,0.00500625782227785,"Los Angeles, CA (Metropolitan Area)(34.052238, -118.243344)","San Diego, CA(32.71576, -117.163817)",19981325753357019805AA
Table 5,"2,000",2,246.76,"30,721","31,057","Boston, MA (Metropolitan Area)","Charlotte, NC","20,355",US,"58,620",0.8800,252.00,100,0.1000,475,0.1400,0.3800,"Boston, MA (Metropolitan Area)(42.358894, -71.056742)","Charlotte, NC(35.222936, -80.840161)",20002307213105720355US
Table 5,"2,012",1,275.70,"31,057","30,977","Charlotte, NC","Chicago, IL","20,355",US,"33,190",0.5200,270.93,150,0.0500,500,0.0600,0.1500,"Charlotte, NC(35.222936, -80.840161)","Chicago, IL(41.775002, -87.696388)",20121310573097720355US
Table 5,"2,000",3,234.63,"30,977","34,100","Chicago, IL","Philadelphia, PA","19,977",UA,"63,900",0.3000,243.17,100,0.1600,600,0.0900,0.3200,"Chicago, IL(41.775002, -87.696388)","Philadelphia, PA(39.951061, -75.16562)",20003309773410019977UA
Table 5,"1,997",3,67.92,"33,198","33,851","Kansas City, MO","Oklahoma City, OK","19,393",WN,"34,080",0.9900,67.13,75,0.5300,100,0.4600,0.0000,"Kansas City, MO(39.099792, -94.578559)","Oklahoma City, OK(35.468494, -97.521264)",19973331983385119393WN
Table 5,"2,001",2,238.69,"30,194","33,244","Dallas/Fort Worth, TX","Memphis, TN","19,386",NW,"8,090",0.2900,257.51,100,0.0800,475,0.0800,0.3500,"Dallas/Fort Worth, TX(40.11086, -77.035636)","Memphis, TN(35.143378, -90.052136)",20012301943324419386NW
Table 5,"2,013",1,266.08,"31,057","30,977","Charlotte, NC","Chicago, IL","20,355",US,"36,900",0.5300,270.89,150,0.0800,525,0.0600,0.1500,"Charlotte, NC(35.222936, -80.840161)","Chicago, IL(41.775002, -87.696388)",20131310573097720355US
Table 5,"1,999",2,257.62,"31,057","31,123","Charlotte, NC","St. Louis, MO","20,211",TW,"7,470",0.3800,267.80,75,0.0600,500,0.0600,0.4700,"Charlotte, NC(35.222936, -80.840161)","St. Louis, MO(38.630276, -90.200309)",19992310573112320211TW
Table 5,"2,006",2,93.87,"31,638","32,211","Fresno, CA","Las Vegas, NV","19,991",HP,"12,840",0.4100,95.18,75,0.4600,175,0.0700,0.0100,"Fresno, CA(36.731654, -119.785856)","Las Vegas, NV(36.169202, -115.140597)",20062316383221119991HP
Table 5,"1,998",4,79.22,"33,192","33,570","Sacramento, CA","San Diego, CA","19,393",WN,"119,830",0.9400,78.87,75,0.4800,125,0.3500,0.000166903112743053,"Sacramento, CA(38.582087, -121.50012)","San Diego, CA(32.71576, -117.163817)",19984331923357019393WN
Table 5,"2,005",4,287.23,"31,703","30,198","New York City, NY (Metropolitan Area)","Pittsburgh, PA","19,704",CO,"17,930",0.2000,319.22,200,0.2500,475,0.2400,0.00669269380925823,"New York City, NY (Metropolitan Area)(40.123164, -75.333718)","Pittsburgh, PA(40.442169, -79.994945)",20054317033019819704CO
Table 5,"2,010",3,89.40,"35,412","31,454","Knoxville, TN","Orlando, FL","19,790",DL,"5,780",0.1700,116.83,100,0.4800,175,0.0600,0.0200,"Knoxville, TN(35.962631, -83.916677)","Orlando, FL(28.538331, -81.378879)",20103354123145419790DL
Table 5,"2,009",4,223.61,"30,721","31,295","Boston, MA (Metropolitan Area)","Detroit, MI","19,386",NW,"62,060",0.7100,227.89,150,0.0600,250,0.0500,0.0600,"Boston, MA (Metropolitan Area)(42.358894, -71.056742)","Detroit, MI(42.332916, -83.047853)",20094307213129519386NW
Table 5,"2,010",1,238.47,"30,994","31,703","Charleston, SC","New York City, NY (Metropolitan Area)","19,704",CO,"7,880",0.3600,220.90,150,0.1600,550,0.0500,0.1100,"Charleston, SC(32.77647, -79.931027)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20101309943170319704CO
Table 5,"2,012",3,330.67,"33,105","31,703","Cincinnati, OH","New York City, NY (Metropolitan Area)","19,977",UA,"13,430",0.2000,378.92,125,0.0700,625,0.0600,0.4900,"Cincinnati, OH(39.104427, -84.513808)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20123331053170319977UA
Table 5,"1,997",2,229.75,"30,397","34,524","Atlanta, GA (Metropolitan Area)","Richmond, VA","19,790",DL,"35,380",0.9000,230.95,100,0.1500,375,0.2100,0.4200,"Atlanta, GA (Metropolitan Area)(33.748547, -84.391502)","Richmond, VA(37.540759, -77.433932)",19972303973452419790DL
Table 5,"1,997",4,245.76,"31,057","31,703","Charlotte, NC","New York City, NY (Metropolitan Area)","19,704",CO,"14,890",0.1300,221.91,100,0.0500,425,0.1800,0.3200,"Charlotte, NC(35.222936, -80.840161)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",19974310573170319704CO
Table 5,"2,005",4,84.88,"34,057","31,884","Portland, OR","Spokane, WA","19,393",WN,"32,660",0.5800,79.61,75,0.4000,125,0.0600,0.0000,"Portland, OR(45.516018, -122.681425)","Spokane, WA(47.658999, -117.425022)",20054340573188419393WN
Table 5,"1,998",4,79.83,"30,194","31,453","Dallas/Fort Worth, TX","Houston, TX","19,805",AA,"75,210",0.1600,79.29,75,0.4800,125,0.0500,0.00757877941763064,"Dallas/Fort Worth, TX(40.11086, -77.035636)","Houston, TX(29.760803, -95.369506)",19984301943145319805AA
Table 5,"2,004",1,243.07,"31,066","31,703","Columbus, OH","New York City, NY (Metropolitan Area)","19,805",AA,"11,050",0.1800,241.91,75,0.1000,550,0.0600,0.5000,"Columbus, OH(39.962649, -82.996216)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20041310663170319805AA
Table 5,"2,009",4,251.03,"31,295","31,650","Detroit, MI","Minneapolis/St. Paul, MN","19,386",NW,"35,440",0.7200,267.18,175,0.1000,300,0.1200,0.0400,"Detroit, MI(42.332916, -83.047853)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",20094312953165019386NW
Table 5,"2,008",4,268.10,"33,105","30,852","Cincinnati, OH","Washington, DC (Metropolitan Area)","19,790",DL,"28,720",0.8700,271.39,100,0.0500,375,0.0800,0.3100,"Cincinnati, OH(39.104427, -84.513808)","Washington, DC (Metropolitan Area)(38.892062, -77.019912)",20084331053085219790DL
Table 5,"1,996",1,81.27,"30,194","33,214","Dallas/Fort Worth, TX","San Antonio, TX","19,805",AA,"38,560",0.3100,94.82,75,0.5000,125,0.0600,0.0300,"Dallas/Fort Worth, TX(40.11086, -77.035636)","San Antonio, TX(29.425173, -98.494599)",19961301943321419805AA
Table 5,"2,009",4,277.87,"30,255","30,852","Huntsville, AL","Washington, DC (Metropolitan Area)","19,977",UA,"4,810",0.1300,274.94,150,0.3400,700,0.0500,0.1700,"Huntsville, AL(34.729538, -86.585283)","Washington, DC (Metropolitan Area)(38.892062, -77.019912)",20094302553085219977UA
Table 5,"2,001",4,256.48,"30,713","30,325","Boise, ID","Denver, CO","19,977",UA,"9,400",0.7100,270.41,125,0.1300,250,0.0700,0.2500,"Boise, ID(43.597772, -83.884521)","Denver, CO(39.738453, -104.984853)",20014307133032519977UA
Table 5,"2,012",4,283.10,"30,721","31,295","Boston, MA (Metropolitan Area)","Detroit, MI","19,790",DL,"57,160",0.6600,316.41,225,0.0900,625,0.0500,0.0100,"Boston, MA (Metropolitan Area)(42.358894, -71.056742)","Detroit, MI(42.332916, -83.047853)",20124307213129519790DL
Table 5,"1,996",4,243.28,"33,105","31,295","Cincinnati, OH","Detroit, MI","19,386",NW,"7,780",0.6300,239.43,100,0.0600,300,0.4900,0.0200,"Cincinnati, OH(39.104427, -84.513808)","Detroit, MI(42.332916, -83.047853)",19964331053129519386NW
Table 5,"2,009",3,94.21,"35,412","31,454","Knoxville, TN","Orlando, FL","20,437",FL,"10,560",0.5600,70.95,75,0.7000,100,0.2000,0.00378787878787879,"Knoxville, TN(35.962631, -83.916677)","Orlando, FL(28.538331, -81.378879)",20093354123145420437FL
Table 5,"2,012",2,109.79,"30,189","30,466","Colorado Springs, CO","Phoenix, AZ","20,368",G4,"3,070",0.1600,80.52,75,0.6400,175,0.0500,0.0000,"Colorado Springs, CO(38.835224, -104.819798)","Phoenix, AZ(30.406931, -87.217578)",20122301893046620368G4
Table 5,"2,002",4,77.90,"32,211","30,436","Las Vegas, NV","Tucson, AZ","19,393",WN,"33,490",0.7700,76.04,75,0.4800,100,0.4900,0.0000,"Las Vegas, NV(36.169202, -115.140597)","Tucson, AZ(35.167852, -103.726151)",20024322113043619393WN
Table 5,"2,002",3,210.26,"30,397","34,524","Atlanta, GA (Metropolitan Area)","Richmond, VA","19,790",DL,"29,690",0.9300,211.03,75,0.1000,300,0.1100,0.4000,"Atlanta, GA (Metropolitan Area)(33.748547, -84.391502)","Richmond, VA(37.540759, -77.433932)",20023303973452419790DL
Table 5,"2,007",1,97.17,"31,295","30,852","Detroit, MI","Washington, DC (Metropolitan Area)","19,386",NW,"132,350",0.7000,99.89,75,0.5800,175,0.0600,0.0400,"Detroit, MI(42.332916, -83.047853)","Washington, DC (Metropolitan Area)(38.892062, -77.019912)",20071312953085219386NW
Table 5,"2,008",2,245.06,"30,977","33,244","Chicago, IL","Memphis, TN","19,977",UA,"11,160",0.2700,263.54,100,0.1100,575,0.0500,0.3100,"Chicago, IL(41.775002, -87.696388)","Memphis, TN(35.143378, -90.052136)",20082309773324419977UA
Table 5,"1,998",3,236.03,"30,198","30,852","Pittsburgh, PA","Washington, DC (Metropolitan Area)","20,355",US,"37,470",0.9700,236.20,75,0.0500,325,0.4000,0.6400,"Pittsburgh, PA(40.442169, -79.994945)","Washington, DC (Metropolitan Area)(38.892062, -77.019912)",19983301983085220355US
Table 5,"1,997",2,220.63,"30,599","30,194","Birmingham, AL","Dallas/Fort Worth, TX","19,805",AA,"9,320",0.5100,222.86,75,0.1100,450,0.1100,0.3600,"Birmingham, AL(33.522859, -86.807705)","Dallas/Fort Worth, TX(40.11086, -77.035636)",19972305993019419805AA
Table 5,"2,008",2,253.09,"31,871","31,703","Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)","19,704",CO,"9,660",0.4200,239.10,100,0.0800,550,0.0900,0.2000,"Greenville/Spartanburg, SC(44.513288, -88.013256)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20082318713170319704CO
Table 5,"1,998",2,248.70,"30,977","35,096","Chicago, IL","Syracuse, NY","19,977",UA,"9,290",0.5000,255.69,75,0.0500,550,0.1500,0.3700,"Chicago, IL(41.775002, -87.696388)","Syracuse, NY(43.047945, -76.147448)",19982309773509619977UA
Table 5,"2,002",3,230.66,"30,194","33,316","Dallas/Fort Worth, TX","Omaha, NE","19,805",AA,"14,840",0.8400,235.30,75,0.0700,200,0.0800,0.3300,"Dallas/Fort Worth, TX(40.11086, -77.035636)","Omaha, NE(46.07035, -93.666319)",20023301943331619805AA
Table 5,"2,009",2,267.75,"30,255","30,852","Huntsville, AL","Washington, DC (Metropolitan Area)","19,977",UA,"5,800",0.1300,289.01,100,0.0500,550,0.0600,0.4300,"Huntsville, AL(34.729538, -86.585283)","Washington, DC (Metropolitan Area)(38.892062, -77.019912)",20092302553085219977UA
Table 5,"1,999",3,78.78,"30,713","31,884","Boise, ID","Spokane, WA","19,930",AS,"9,430",0.5100,82.56,75,0.2800,100,0.6500,0.00424178154825027,"Boise, ID(43.597772, -83.884521)","Spokane, WA(47.658999, -117.425022)",19993307133188419930AS
Table 5,"1,996",3,77.42,"30,466","34,614","Phoenix, AZ","Salt Lake City, UT","19,790",DL,"26,150",0.2500,82.26,75,0.5900,125,0.2400,0.0100,"Phoenix, AZ(30.406931, -87.217578)","Salt Lake City, UT(40.758478, -111.888142)",19963304663461419790DL
Table 5,"1,997",2,239.42,"30,977","34,100","Chicago, IL","Philadelphia, PA","20,355",US,"34,160",0.1800,229.15,75,0.0700,425,0.1800,0.4000,"Chicago, IL(41.775002, -87.696388)","Philadelphia, PA(39.951061, -75.16562)",19972309773410020355US
Table 5,"1,997",3,230.52,"30,397","34,524","Atlanta, GA (Metropolitan Area)","Richmond, VA","19,790",DL,"34,890",0.9200,230.20,75,0.0600,400,0.0600,0.4900,"Atlanta, GA (Metropolitan Area)(33.748547, -84.391502)","Richmond, VA(37.540759, -77.433932)",19973303973452419790DL
Table 5,"2,000",3,277.70,"33,105","31,123","Cincinnati, OH","St. Louis, MO","20,211",TW,"6,300",0.3900,273.65,100,0.0700,400,0.1500,0.4100,"Cincinnati, OH(39.104427, -84.513808)","St. Louis, MO(38.630276, -90.200309)",20003331053112320211TW
Table 5,"1,999",4,78.21,"33,570","30,436","San Diego, CA","Tucson, AZ","19,393",WN,"28,640",0.8900,77.71,75,0.3400,100,0.6300,0.0000,"San Diego, CA(32.71576, -117.163817)","Tucson, AZ(35.167852, -103.726151)",19994335703043619393WN
Table 5,"1,996",1,65.92,"30,189","30,466","Colorado Springs, CO","Phoenix, AZ","19,991",HP,"7,330",0.1300,95.93,75,0.5100,150,0.0600,0.0400,"Colorado Springs, CO(38.835224, -104.819798)","Phoenix, AZ(30.406931, -87.217578)",19961301893046619991HP
Table 5,"2,000",2,75.31,"30,279","30,194","Amarillo, TX","Dallas/Fort Worth, TX","19,805",AA,"15,720",0.2300,77.99,75,0.6000,100,0.2900,0.00699745547073791,"Amarillo, TX(35.207009, -101.832013)","Dallas/Fort Worth, TX(40.11086, -77.035636)",20002302793019419805AA
Table 5,"1,999",3,239.54,"30,397","33,044","Atlanta, GA (Metropolitan Area)","Louisville, KY","19,790",DL,"29,820",0.9700,239.92,100,0.0700,400,0.2100,0.4300,"Atlanta, GA (Metropolitan Area)(33.748547, -84.391502)","Louisville, KY(38.256078, -85.751569)",19993303973304419790DL
Table 5,"1,999",1,226.16,"31,057","33,195","Charlotte, NC","Tampa, FL (Metropolitan Area)","19,790",DL,"2,930",0.1000,228.43,100,0.1200,350,0.0500,0.2700,"Charlotte, NC(35.222936, -80.840161)","Tampa, FL (Metropolitan Area)(37.8606, -78.804199)",19991310573319519790DL
Table 5,"2,011",2,314.47,"33,105","34,100","Cincinnati, OH","Philadelphia, PA","20,355",US,"13,230",0.5500,317.39,125,0.0600,475,0.0500,0.3400,"Cincinnati, OH(39.104427, -84.513808)","Philadelphia, PA(39.951061, -75.16562)",20112331053410020355US
Table 5,"1,997",4,255.86,"31,057","34,100","Charlotte, NC","Philadelphia, PA","20,355",US,"36,740",0.9500,257.46,125,0.1500,375,0.2800,0.0700,"Charlotte, NC(35.222936, -80.840161)","Philadelphia, PA(39.951061, -75.16562)",19974310573410020355US
Table 5,"2,003",2,261.93,"31,295","33,244","Detroit, MI","Memphis, TN","19,386",NW,"15,110",0.8700,272.61,100,0.0600,325,0.0600,0.3600,"Detroit, MI(42.332916, -83.047853)","Memphis, TN(35.143378, -90.052136)",20032312953324419386NW
Table 5,"2,006",4,99.76,"32,575","32,457","Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)","19,393",WN,"1,273,470",0.6400,94.27,75,0.3400,150,0.2900,0.000557531783237925,"Los Angeles, CA (Metropolitan Area)(34.052238, -118.243344)","San Francisco, CA (Metropolitan Area)(37.78008, -122.420168)",20064325753245719393WN
Table 5,"2,010",3,235.41,"30,994","34,100","Charleston, SC","Philadelphia, PA","19,790",DL,"2,240",0.1300,226.20,150,0.1300,300,0.1600,0.0100,"Charleston, SC(32.77647, -79.931027)","Philadelphia, PA(39.951061, -75.16562)",20103309943410019790DL
Table 5,"2,000",4,269.14,"30,194","33,316","Dallas/Fort Worth, TX","Omaha, NE","19,805",AA,"14,310",0.7500,281.57,100,0.0800,600,0.0900,0.3400,"Dallas/Fort Worth, TX(40.11086, -77.035636)","Omaha, NE(46.07035, -93.666319)",20004301943331619805AA
Table 5,"1,996",4,222.85,"30,198","31,123","Pittsburgh, PA","St. Louis, MO","20,355",US,"5,770",0.4000,216.33,100,0.0500,400,0.2000,0.3400,"Pittsburgh, PA(40.442169, -79.994945)","St. Louis, MO(38.630276, -90.200309)",19964301983112320355US
Table 5,"2,007",1,99.98,"30,194","31,123","Dallas/Fort Worth, TX","St. Louis, MO","19,805",AA,"67,030",0.5900,104.70,75,0.4500,150,0.1500,0.0500,"Dallas/Fort Worth, TX(40.11086, -77.035636)","St. Louis, MO(38.630276, -90.200309)",20071301943112319805AA
